epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,617.981,1.94599,1.00918,0.89627,0.60233,0.55567,0.58085,0.2241,2.12365,1.23539,0.95224,0.00118704,0.00118704,0.00118704
21,649.295,1.92387,0.99943,0.91022,0.64601,0.58019,0.57672,0.22927,2.06621,1.20471,0.94943,0.00116267,0.00116267,0.00116267
22,679.012,1.90114,0.99009,0.89447,0.65868,0.59911,0.57901,0.24582,2.08519,1.18528,0.95294,0.00113742,0.00113742,0.00113742
23,708.679,1.93562,0.99286,0.90837,0.66183,0.58134,0.58255,0.24547,2.07564,1.18941,0.94725,0.00111132,0.00111132,0.00111132
24,738.576,1.90141,1.00145,0.89828,0.68519,0.56779,0.61328,0.24683,2.12512,1.17607,0.93656,0.00108445,0.00108445,0.00108445
25,768.831,1.9098,0.96112,0.90073,0.74542,0.50855,0.58274,0.23333,2.11178,1.1777,0.96234,0.00105684,0.00105684,0.00105684
26,798.497,1.87549,0.96512,0.89341,0.78038,0.57525,0.62529,0.26359,2.08898,1.20341,0.94332,0.00102855,0.00102855,0.00102855
27,828.376,1.87873,0.92183,0.89705,0.69498,0.55473,0.58929,0.24648,2.07377,1.18581,0.95436,0.000999653,0.000999653,0.000999653
28,858.18,1.85237,0.92514,0.8977,0.63006,0.54028,0.56518,0.235,2.09091,1.26009,0.95113,0.000970192,0.000970192,0.000970192
29,887.62,1.86696,0.9484,0.88506,0.72685,0.60086,0.62078,0.26566,2.07188,1.14667,0.94197,0.00094023,0.00094023,0.00094023
30,917.278,1.85954,0.92584,0.89259,0.77538,0.55421,0.62392,0.24767,2.10393,1.14979,0.95497,0.000909827,0.000909827,0.000909827
31,946.85,1.87851,0.91691,0.89016,0.73626,0.58648,0.62873,0.25329,2.08302,1.17059,0.958,0.000879046,0.000879046,0.000879046
32,977.109,1.8564,0.91825,0.8895,0.68775,0.53235,0.59922,0.25501,2.07808,1.18304,0.9494,0.000847948,0.000847948,0.000847948
33,1008.38,1.82902,0.89209,0.90128,0.72078,0.53508,0.60691,0.25056,2.04433,1.168,0.93464,0.000816596,0.000816596,0.000816596
34,1038.54,1.85421,0.9123,0.89819,0.64666,0.60632,0.61419,0.24411,2.06058,1.12239,0.94133,0.000785052,0.000785052,0.000785052
35,1069.49,1.79557,0.87867,0.89144,0.77186,0.61317,0.65609,0.26328,2.03884,1.11218,0.93599,0.00075338,0.00075338,0.00075338
36,1100.92,1.81005,0.88032,0.88834,0.70158,0.61479,0.64934,0.26426,2.04062,1.12048,0.93782,0.000721645,0.000721645,0.000721645
37,1133.71,1.82292,0.88883,0.88517,0.74039,0.60182,0.64209,0.27017,2.02904,1.1019,0.93262,0.00068991,0.00068991,0.00068991
38,1165.02,1.79706,0.88249,0.8885,0.68896,0.62042,0.6295,0.27451,2.02408,1.14426,0.92889,0.000658238,0.000658238,0.000658238
39,1196.26,1.81508,0.86446,0.88215,0.64834,0.58226,0.61347,0.25928,2.05666,1.14619,0.94168,0.000626694,0.000626694,0.000626694
40,1227.2,1.7755,0.84841,0.88118,0.76274,0.58091,0.63246,0.26931,2.0263,1.12027,0.93546,0.000595342,0.000595342,0.000595342
41,1259.01,1.76941,0.84765,0.87602,0.61426,0.61906,0.58911,0.25044,2.05937,1.19552,0.94319,0.000564244,0.000564244,0.000564244
42,1289.83,1.72628,0.84137,0.88042,0.74263,0.57,0.62018,0.25983,2.01702,1.12202,0.93596,0.000533463,0.000533463,0.000533463
43,1319.85,1.78215,0.82755,0.87562,0.63779,0.59387,0.60176,0.24747,2.04934,1.13893,0.94297,0.00050306,0.00050306,0.00050306
44,1350.88,1.74654,0.81569,0.8804,0.71269,0.63301,0.65748,0.27726,2.01215,1.08739,0.9355,0.000473098,0.000473098,0.000473098
45,1381.14,1.76148,0.83751,0.87319,0.74658,0.54584,0.60582,0.24362,2.01486,1.13665,0.9349,0.000443637,0.000443637,0.000443637
46,1411.05,1.74828,0.82699,0.87104,0.67685,0.57131,0.6023,0.25712,2.02012,1.16379,0.94018,0.000414735,0.000414735,0.000414735
47,1440.84,1.74485,0.82288,0.87043,0.73159,0.58734,0.62207,0.26181,2.01362,1.09087,0.94194,0.000386452,0.000386452,0.000386452
48,1470.27,1.7423,0.80763,0.87807,0.80346,0.56292,0.6545,0.2731,2.02754,1.11992,0.94517,0.000358843,0.000358843,0.000358843
49,1499.87,1.72265,0.7978,0.87329,0.66219,0.59361,0.59735,0.25112,2.01203,1.14775,0.94015,0.000331965,0.000331965,0.000331965
50,1529.87,1.72727,0.79118,0.87025,0.70653,0.58918,0.60362,0.2539,2.00675,1.16508,0.94298,0.000305872,0.000305872,0.000305872
51,1560.45,1.70195,0.78197,0.86237,0.71336,0.58463,0.62008,0.25927,2.01217,1.13759,0.93761,0.000280616,0.000280616,0.000280616
52,1591.1,1.69096,0.76637,0.86576,0.74193,0.55746,0.61391,0.26008,2.02389,1.14309,0.94108,0.000256249,0.000256249,0.000256249
53,1621.82,1.70794,0.77689,0.8677,0.73792,0.5733,0.62051,0.26217,2.02428,1.14029,0.93937,0.000232818,0.000232818,0.000232818
54,1652.48,1.68447,0.78051,0.86973,0.77301,0.57327,0.6443,0.26137,2.03706,1.11302,0.94578,0.000210372,0.000210372,0.000210372
55,1682.4,1.67581,0.77416,0.87593,0.74335,0.56522,0.60219,0.25745,2.04262,1.16553,0.94525,0.000188956,0.000188956,0.000188956
56,1716.01,1.65121,0.76029,0.88942,0.69565,0.55039,0.60162,0.25,2.02999,1.14397,0.94214,0.000168613,0.000168613,0.000168613
57,1744.92,1.60914,0.73924,0.87907,0.77233,0.54373,0.63478,0.25887,2.03869,1.14808,0.94358,0.000149383,0.000149383,0.000149383
58,1774.3,1.61146,0.75177,0.87784,0.67931,0.50263,0.5681,0.24297,2.01409,1.17029,0.93966,0.000131305,0.000131305,0.000131305
59,1804.08,1.61167,0.73669,0.88646,0.75694,0.55411,0.62027,0.27051,2.01805,1.12888,0.9384,0.000114417,0.000114417,0.000114417
60,1833.29,1.59936,0.72869,0.87432,0.7166,0.48908,0.566,0.23962,2.01541,1.18265,0.94069,9.87513e-05,9.87513e-05,9.87513e-05
61,1865.27,1.56673,0.72106,0.88294,0.66475,0.56184,0.57369,0.25238,2.02021,1.15571,0.94177,8.43402e-05,8.43402e-05,8.43402e-05
62,1894.03,1.59198,0.71663,0.87717,0.76358,0.58369,0.63428,0.26533,2.02182,1.15302,0.93854,7.12124e-05,7.12124e-05,7.12124e-05
63,1922.73,1.59386,0.72155,0.87774,0.77317,0.54254,0.61163,0.26158,2.01608,1.16591,0.93962,5.93946e-05,5.93946e-05,5.93946e-05
64,1952.09,1.57781,0.71656,0.87765,0.71326,0.5556,0.59449,0.25961,2.01917,1.17285,0.93941,4.89104e-05,4.89104e-05,4.89104e-05
