path,n_samples
/data/Dataset/test/test/clip_00273.wav,33100
/data/Dataset/train/train/clip_00274.wav,43264
/data/Dataset/train/train/clip_00275.wav,52853
/data/Dataset/train/train/clip_00276.wav,39284
/data/Dataset/train/train/clip_00277.wav,66733
/data/Dataset/train/train/clip_00278.wav,33634
/data/Dataset/train/train/clip_00279.wav,30313
/data/Dataset/train/train/clip_00280.wav,35306
/data/Dataset/train/train/clip_00281.wav,41108
/data/Dataset/train/train/clip_00282.wav,58192
/data/Dataset/train/train/clip_00283.wav,34167
/data/Dataset/test/test/clip_00284.wav,56056
/data/Dataset/train/train/clip_00285.wav,30964
/data/Dataset/train/train/clip_00286.wav,48582
/data/Dataset/train/train/clip_00287.wav,43777
/data/Dataset/train/train/clip_00288.wav,46446
/data/Dataset/train/train/clip_00289.wav,59793
/data/Dataset/train/train/clip_00290.wav,27997
/data/Dataset/train/train/clip_00291.wav,45225
/data/Dataset/train/train/clip_00292.wav,32566
/data/Dataset/train/train/clip_00293.wav,40574
/data/Dataset/train/train/clip_00294.wav,33100
/data/Dataset/train/train/clip_00295.wav,59259
/data/Dataset/train/train/clip_00296.wav,43777
/data/Dataset/train/train/clip_00297.wav,33405
/data/Dataset/train/train/clip_00298.wav,57124
/data/Dataset/train/train/clip_00299.wav,36523
/data/Dataset/train/train/clip_00300.wav,54454
/data/Dataset/train/train/clip_00301.wav,32566
/data/Dataset/train/train/clip_00302.wav,36837
/data/Dataset/train/train/clip_00303.wav,25661
/data/Dataset/train/train/clip_00304.wav,44311
/data/Dataset/train/train/clip_00305.wav,35235
/data/Dataset/test/test/clip_00306.wav,43243
/data/Dataset/train/train/clip_00307.wav,36837
/data/Dataset/test/test/clip_00308.wav,36409
/data/Dataset/test/test/clip_00309.wav,28295
/data/Dataset/test/test/clip_00310.wav,66200
/data/Dataset/train/train/clip_00311.wav,57124
/data/Dataset/train/train/clip_00312.wav,48048
/data/Dataset/train/train/clip_00313.wav,35577
/data/Dataset/train/train/clip_00314.wav,28378
/data/Dataset/train/train/clip_00315.wav,74741
/data/Dataset/train/train/clip_00316.wav,21889
/data/Dataset/train/train/clip_00317.wav,29363
/data/Dataset/train/train/clip_00318.wav,38561
/data/Dataset/train/train/clip_00319.wav,67267
/data/Dataset/train/train/clip_00320.wav,49650
/data/Dataset/train/train/clip_00321.wav,28829
/data/Dataset/train/train/clip_00322.wav,56056
/data/Dataset/train/train/clip_00323.wav,56056
/data/Dataset/train/train/clip_00324.wav,33644
/data/Dataset/train/train/clip_00325.wav,37905
/data/Dataset/train/train/clip_00326.wav,65132
/data/Dataset/test/test/clip_00327.wav,45912
/data/Dataset/train/train/clip_00328.wav,59259
/data/Dataset/train/train/clip_00329.wav,36303
/data/Dataset/train/train/clip_00330.wav,37371
/data/Dataset/train/train/clip_00331.wav,27138
/data/Dataset/train/train/clip_00332.wav,45379
/data/Dataset/train/train/clip_00333.wav,29882
/data/Dataset/train/train/clip_00334.wav,53920
/data/Dataset/train/train/clip_00335.wav,45379
/data/Dataset/train/train/clip_00336.wav,37904
/data/Dataset/train/train/clip_00337.wav,36837
/data/Dataset/test/test/clip_00338.wav,46446
/data/Dataset/train/train/clip_00339.wav,62462
/data/Dataset/train/train/clip_00340.wav,27687
/data/Dataset/train/train/clip_00341.wav,43777
/data/Dataset/test/test/clip_00342.wav,41108
/data/Dataset/train/train/clip_00343.wav,47514
/data/Dataset/train/train/clip_00344.wav,41108
/data/Dataset/train/train/clip_00345.wav,24918
/data/Dataset/train/train/clip_00346.wav,27227
/data/Dataset/test/test/clip_00347.wav,57124
/data/Dataset/train/train/clip_00348.wav,34701
/data/Dataset/train/train/clip_00349.wav,45379
/data/Dataset/train/train/clip_00350.wav,52853
/data/Dataset/train/train/clip_00351.wav,36409
/data/Dataset/train/train/clip_00352.wav,41108
/data/Dataset/train/train/clip_00353.wav,36032
/data/Dataset/train/train/clip_00354.wav,62996
/data/Dataset/train/train/clip_00355.wav,33010
/data/Dataset/train/train/clip_00356.wav,38972
/data/Dataset/train/train/clip_00357.wav,43276
/data/Dataset/train/train/clip_00358.wav,29487
/data/Dataset/test/test/clip_00359.wav,37904
/data/Dataset/test/test/clip_00360.wav,59793
/data/Dataset/train/train/clip_00361.wav,37904
/data/Dataset/train/train/clip_00362.wav,41108
/data/Dataset/train/train/clip_00363.wav,42175
/data/Dataset/train/train/clip_00364.wav,32403
/data/Dataset/train/train/clip_00365.wav,41642
/data/Dataset/train/train/clip_00366.wav,45912
/data/Dataset/train/train/clip_00367.wav,38438
/data/Dataset/train/train/clip_00368.wav,40040
/data/Dataset/test/test/clip_00369.wav,37904
/data/Dataset/train/train/clip_00370.wav,39506
/data/Dataset/train/train/clip_00371.wav,36837
/data/Dataset/train/train/clip_00372.wav,49116
/data/Dataset/train/train/clip_00373.wav,38972
/data/Dataset/train/train/clip_00374.wav,38438
/data/Dataset/train/train/clip_00375.wav,50183
/data/Dataset/train/train/clip_00376.wav,48048
/data/Dataset/train/train/clip_00377.wav,61929
/data/Dataset/train/train/clip_00378.wav,43243
/data/Dataset/test/test/clip_00379.wav,43777
/data/Dataset/train/train/clip_00380.wav,34371
/data/Dataset/train/train/clip_00381.wav,55522
/data/Dataset/train/train/clip_00382.wav,33634
/data/Dataset/train/train/clip_00383.wav,38972
/data/Dataset/test/test/clip_00384.wav,50717
/data/Dataset/test/test/clip_00385.wav,30430
/data/Dataset/train/train/clip_00386.wav,47514
/data/Dataset/test/test/clip_00387.wav,33100
/data/Dataset/train/train/clip_00388.wav,40591
/data/Dataset/train/train/clip_00389.wav,36837
/data/Dataset/train/train/clip_00390.wav,34701
/data/Dataset/train/train/clip_00391.wav,51251
/data/Dataset/train/train/clip_00392.wav,32032
/data/Dataset/train/train/clip_00393.wav,38972
/data/Dataset/train/train/clip_00394.wav,33100
/data/Dataset/train/train/clip_00395.wav,32281
/data/Dataset/train/train/clip_00396.wav,48048
/data/Dataset/test/test/clip_00397.wav,39506
/data/Dataset/train/train/clip_00398.wav,38972
/data/Dataset/test/test/clip_00399.wav,52853
/data/Dataset/test/test/clip_00400.wav,42175
/data/Dataset/train/train/clip_00401.wav,32997
/data/Dataset/train/train/clip_00402.wav,44311
/data/Dataset/train/train/clip_00403.wav,41642
/data/Dataset/test/test/clip_00404.wav,41108
/data/Dataset/train/train/clip_00405.wav,27889
/data/Dataset/train/train/clip_00406.wav,37905
/data/Dataset/train/train/clip_00407.wav,40130
/data/Dataset/train/train/clip_00408.wav,44311
/data/Dataset/test/test/clip_00409.wav,58191
/data/Dataset/train/train/clip_00410.wav,31498
/data/Dataset/train/train/clip_00411.wav,56590
/data/Dataset/train/train/clip_00412.wav,33298
/data/Dataset/train/train/clip_00413.wav,36837
/data/Dataset/train/train/clip_00414.wav,34701
/data/Dataset/test/test/clip_00415.wav,29896
/data/Dataset/train/train/clip_00416.wav,30430
/data/Dataset/train/train/clip_00417.wav,35782
/data/Dataset/train/train/clip_00418.wav,32032
/data/Dataset/train/train/clip_00419.wav,50183
/data/Dataset/train/train/clip_00420.wav,24693
/data/Dataset/train/train/clip_00421.wav,80080
/data/Dataset/train/train/clip_00422.wav,27559
/data/Dataset/train/train/clip_00423.wav,36445
/data/Dataset/train/train/clip_00424.wav,35091
/data/Dataset/train/train/clip_00425.wav,37371
/data/Dataset/train/train/clip_00426.wav,37846
/data/Dataset/train/train/clip_00427.wav,31498
/data/Dataset/train/train/clip_00428.wav,31581
/data/Dataset/train/train/clip_00429.wav,38972
/data/Dataset/train/train/clip_00430.wav,29363
/data/Dataset/test/test/clip_00431.wav,43243
/data/Dataset/train/train/clip_00432.wav,43243
/data/Dataset/train/train/clip_00433.wav,37904
/data/Dataset/train/train/clip_00434.wav,34287
/data/Dataset/train/train/clip_00435.wav,36303
/data/Dataset/train/train/clip_00436.wav,39506
/data/Dataset/train/train/clip_00437.wav,26693
/data/Dataset/train/train/clip_00438.wav,67267
/data/Dataset/train/train/clip_00439.wav,35769
/data/Dataset/train/train/clip_00440.wav,37905
/data/Dataset/train/train/clip_00441.wav,33100
/data/Dataset/test/test/clip_00442.wav,35235
/data/Dataset/train/train/clip_00443.wav,27660
/data/Dataset/train/train/clip_00444.wav,29896
/data/Dataset/train/train/clip_00445.wav,36837
/data/Dataset/train/train/clip_00446.wav,38438
/data/Dataset/test/test/clip_00447.wav,35235
/data/Dataset/train/train/clip_00448.wav,38972
/data/Dataset/train/train/clip_00449.wav,29991
/data/Dataset/train/train/clip_00450.wav,49116
/data/Dataset/train/train/clip_00451.wav,39506
/data/Dataset/train/train/clip_00452.wav,62462
/data/Dataset/train/train/clip_00453.wav,66199
/data/Dataset/train/train/clip_00454.wav,38972
/data/Dataset/train/train/clip_00455.wav,30964
/data/Dataset/train/train/clip_00456.wav,66200
/data/Dataset/train/train/clip_00457.wav,25370
/data/Dataset/train/train/clip_00458.wav,40040
/data/Dataset/train/train/clip_00459.wav,27227
/data/Dataset/train/train/clip_00460.wav,34701
/data/Dataset/train/train/clip_00461.wav,54988
/data/Dataset/train/train/clip_00462.wav,42709
/data/Dataset/test/test/clip_00463.wav,40574
/data/Dataset/train/train/clip_00464.wav,39506
/data/Dataset/train/train/clip_00465.wav,36057
/data/Dataset/train/train/clip_00466.wav,38972
/data/Dataset/train/train/clip_00467.wav,33100
/data/Dataset/train/train/clip_00468.wav,32279
/data/Dataset/train/train/clip_00469.wav,45913
/data/Dataset/train/train/clip_00470.wav,32566
/data/Dataset/train/train/clip_00471.wav,34951
/data/Dataset/train/train/clip_00472.wav,48048
/data/Dataset/train/train/clip_00473.wav,35235
/data/Dataset/test/test/clip_00474.wav,44845
/data/Dataset/test/test/clip_00475.wav,54988
/data/Dataset/train/train/clip_00476.wav,36409
/data/Dataset/train/train/clip_00477.wav,44310
/data/Dataset/train/train/clip_00478.wav,40574
/data/Dataset/train/train/clip_00479.wav,44845
/data/Dataset/train/train/clip_00480.wav,32566
/data/Dataset/train/train/clip_00481.wav,37371
/data/Dataset/train/train/clip_00482.wav,44845
/data/Dataset/train/train/clip_00483.wav,32186
/data/Dataset/train/train/clip_00484.wav,32566
/data/Dataset/train/train/clip_00485.wav,37371
/data/Dataset/train/train/clip_00486.wav,36837
/data/Dataset/train/train/clip_00487.wav,30788
/data/Dataset/train/train/clip_00488.wav,56590
/data/Dataset/train/train/clip_00489.wav,41642
/data/Dataset/train/train/clip_00490.wav,43777
/data/Dataset/test/test/clip_00491.wav,29363
/data/Dataset/train/train/clip_00492.wav,36303
/data/Dataset/train/train/clip_00493.wav,42175
/data/Dataset/train/train/clip_00494.wav,46980
/data/Dataset/train/train/clip_00495.wav,41642
/data/Dataset/train/train/clip_00496.wav,38438
/data/Dataset/train/train/clip_00497.wav,38972
/data/Dataset/train/train/clip_00498.wav,44217
/data/Dataset/train/train/clip_00499.wav,35100
/data/Dataset/train/train/clip_00500.wav,43777
/data/Dataset/train/train/clip_00501.wav,41642
/data/Dataset/train/train/clip_00502.wav,26693
/data/Dataset/train/train/clip_00503.wav,58725
/data/Dataset/train/train/clip_00504.wav,46980
/data/Dataset/train/train/clip_00505.wav,30430
/data/Dataset/train/train/clip_00506.wav,42709
/data/Dataset/train/train/clip_00507.wav,32854
/data/Dataset/train/train/clip_00508.wav,57658
/data/Dataset/train/train/clip_00509.wav,42709
/data/Dataset/train/train/clip_00510.wav,31514
/data/Dataset/train/train/clip_00511.wav,41464
/data/Dataset/train/train/clip_00512.wav,52853
/data/Dataset/train/train/clip_00513.wav,31498
/data/Dataset/train/train/clip_00514.wav,43243
/data/Dataset/train/train/clip_00515.wav,32566
/data/Dataset/train/train/clip_00516.wav,46980
/data/Dataset/test/test/clip_00517.wav,34167
/data/Dataset/train/train/clip_00518.wav,35665
/data/Dataset/train/train/clip_00519.wav,32566
/data/Dataset/test/test/clip_00520.wav,42709
/data/Dataset/train/train/clip_00521.wav,69937
/data/Dataset/test/test/clip_00522.wav,56590
/data/Dataset/train/train/clip_00523.wav,36837
/data/Dataset/train/train/clip_00524.wav,34701
/data/Dataset/train/train/clip_00525.wav,27761
/data/Dataset/train/train/clip_00526.wav,46980
/data/Dataset/train/train/clip_00527.wav,34440
/data/Dataset/train/train/clip_00528.wav,29363
/data/Dataset/train/train/clip_00529.wav,29896
/data/Dataset/train/train/clip_00530.wav,36303
/data/Dataset/train/train/clip_00531.wav,26901
/data/Dataset/train/train/clip_00532.wav,54454
/data/Dataset/test/test/clip_00533.wav,35769
/data/Dataset/train/train/clip_00534.wav,36837
/data/Dataset/train/train/clip_00535.wav,28875
/data/Dataset/train/train/clip_00536.wav,27112
/data/Dataset/train/train/clip_00537.wav,45379
/data/Dataset/train/train/clip_00538.wav,37813
/data/Dataset/train/train/clip_00539.wav,28036
/data/Dataset/train/train/clip_00540.wav,54988
/data/Dataset/train/train/clip_00541.wav,33414
/data/Dataset/train/train/clip_00542.wav,41642
/data/Dataset/train/train/clip_00543.wav,30966
/data/Dataset/train/train/clip_00544.wav,40226
/data/Dataset/train/train/clip_00545.wav,38737
/data/Dataset/train/train/clip_00546.wav,29717
/data/Dataset/train/train/clip_00547.wav,33634
/data/Dataset/train/train/clip_00548.wav,30430
/data/Dataset/test/test/clip_00549.wav,41642
/data/Dataset/train/train/clip_00550.wav,39723
/data/Dataset/train/train/clip_00551.wav,40081
/data/Dataset/train/train/clip_00552.wav,35487
/data/Dataset/train/train/clip_00553.wav,32611
/data/Dataset/train/train/clip_00554.wav,60327
/data/Dataset/train/train/clip_00555.wav,40574
/data/Dataset/train/train/clip_00556.wav,39026
/data/Dataset/test/test/clip_00557.wav,57658
/data/Dataset/train/train/clip_00558.wav,48582
/data/Dataset/train/train/clip_00559.wav,45912
/data/Dataset/train/train/clip_00560.wav,29875
/data/Dataset/train/train/clip_00561.wav,58191
/data/Dataset/train/train/clip_00562.wav,28673
/data/Dataset/train/train/clip_00563.wav,51785
/data/Dataset/test/test/clip_00564.wav,42709
/data/Dataset/test/test/clip_00565.wav,40040
/data/Dataset/train/train/clip_00566.wav,44311
/data/Dataset/train/train/clip_00567.wav,39506
/data/Dataset/train/train/clip_00568.wav,45379
/data/Dataset/test/test/clip_00569.wav,57657
/data/Dataset/train/train/clip_00570.wav,31108
/data/Dataset/train/train/clip_00571.wav,43243
/data/Dataset/train/train/clip_00572.wav,63530
/data/Dataset/train/train/clip_00573.wav,26072
/data/Dataset/train/train/clip_00574.wav,32823
/data/Dataset/train/train/clip_00575.wav,44845
/data/Dataset/train/train/clip_00576.wav,44311
/data/Dataset/test/test/clip_00577.wav,50717
/data/Dataset/train/train/clip_00578.wav,39506
/data/Dataset/train/train/clip_00579.wav,58725
/data/Dataset/train/train/clip_00580.wav,28295
/data/Dataset/train/train/clip_00581.wav,35769
