epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,552.219,1.97014,1.00967,0.90633,0.70125,0.54293,0.6072,0.24841,2.11027,1.27119,0.95343,0.00113742,0.00113742,0.00113742
23,575.869,1.94345,1.00362,0.89896,0.66884,0.55592,0.56695,0.22164,2.10077,1.26719,0.96343,0.00111132,0.00111132,0.00111132
24,599.311,1.91686,0.9914,0.89855,0.59377,0.5105,0.56479,0.23435,2.03828,1.21531,0.95062,0.00108445,0.00108445,0.00108445
25,622.742,1.95579,0.98553,0.89012,0.58727,0.55787,0.53607,0.2124,2.0982,1.29369,0.96173,0.00105684,0.00105684,0.00105684
26,646.161,1.95691,0.96826,0.89468,0.6616,0.55814,0.58571,0.24535,2.05245,1.20682,0.95846,0.00102855,0.00102855,0.00102855
27,669.538,1.88722,0.95658,0.89802,0.59809,0.48359,0.53585,0.21091,2.09363,1.27485,0.95622,0.000999653,0.000999653,0.000999653
28,693.034,1.90585,0.95189,0.89514,0.58982,0.61008,0.5871,0.22999,2.07137,1.24331,0.95582,0.000970192,0.000970192,0.000970192
29,716.434,1.89683,0.96113,0.89645,0.55765,0.52674,0.51761,0.21412,2.04899,1.25994,0.96036,0.00094023,0.00094023,0.00094023
30,739.783,1.91687,0.95667,0.89669,0.69147,0.56827,0.57622,0.23997,2.04211,1.19358,0.95104,0.000909827,0.000909827,0.000909827
31,763.08,1.8758,0.93741,0.89884,0.60103,0.55065,0.55008,0.22618,2.05449,1.25429,0.95773,0.000879046,0.000879046,0.000879046
32,786.417,1.86394,0.92847,0.90334,0.66265,0.52692,0.55442,0.22721,2.08242,1.20978,0.95391,0.000847948,0.000847948,0.000847948
33,809.821,1.89025,0.93811,0.88999,0.5988,0.5344,0.55883,0.23505,2.06606,1.21651,0.96195,0.000816596,0.000816596,0.000816596
34,833.156,1.88478,0.93748,0.8919,0.69485,0.59052,0.62406,0.2439,2.08744,1.15348,0.96834,0.000785052,0.000785052,0.000785052
35,856.66,1.87713,0.91125,0.90198,0.7369,0.55866,0.62942,0.25035,2.0413,1.15841,0.95739,0.00075338,0.00075338,0.00075338
36,880.158,1.84866,0.90392,0.88855,0.72983,0.56013,0.61267,0.25381,2.05081,1.13628,0.95218,0.000721645,0.000721645,0.000721645
37,903.731,1.88266,0.90721,0.89289,0.60672,0.61251,0.60088,0.24967,2.0528,1.15747,0.95277,0.00068991,0.00068991,0.00068991
38,927.068,1.84599,0.89828,0.8891,0.71523,0.54891,0.6095,0.25757,2.04266,1.19133,0.95331,0.000658238,0.000658238,0.000658238
39,950.293,1.83093,0.90646,0.8865,0.64371,0.57536,0.57707,0.2425,2.03708,1.22405,0.94812,0.000626694,0.000626694,0.000626694
40,973.621,1.83194,0.87454,0.88472,0.55603,0.6006,0.57552,0.24072,2.03238,1.19209,0.95484,0.000595342,0.000595342,0.000595342
41,998.681,1.82804,0.87694,0.88549,0.66147,0.58977,0.58891,0.24197,2.05322,1.19527,0.9572,0.000564244,0.000564244,0.000564244
42,1021.95,1.80612,0.87051,0.88784,0.64684,0.55611,0.58404,0.23703,2.02537,1.19366,0.95171,0.000533463,0.000533463,0.000533463
43,1045.33,1.82595,0.86264,0.87657,0.64652,0.59754,0.60156,0.25089,2.01983,1.24023,0.94766,0.00050306,0.00050306,0.00050306
44,1069.06,1.80807,0.83969,0.87422,0.61896,0.61606,0.59834,0.24445,2.02273,1.18492,0.9533,0.000473098,0.000473098,0.000473098
45,1093.21,1.8167,0.84555,0.87474,0.61412,0.60256,0.59306,0.24502,2.03903,1.19711,0.95858,0.000443637,0.000443637,0.000443637
46,1117.4,1.78742,0.84311,0.87226,0.69516,0.53818,0.61185,0.24499,2.01695,1.15202,0.95389,0.000414735,0.000414735,0.000414735
47,1140.8,1.74232,0.83842,0.8803,0.68218,0.55826,0.60209,0.24669,2.01435,1.20005,0.94544,0.000386452,0.000386452,0.000386452
48,1165.58,1.76911,0.8185,0.86642,0.71838,0.57637,0.6338,0.25191,2.02485,1.21311,0.9534,0.000358843,0.000358843,0.000358843
49,1189.29,1.79247,0.82724,0.87229,0.71525,0.63382,0.62646,0.25133,2.05328,1.17722,0.96071,0.000331965,0.000331965,0.000331965
50,1212.65,1.80503,0.83359,0.87672,0.66967,0.60671,0.6241,0.25244,2.0352,1.22497,0.95224,0.000305872,0.000305872,0.000305872
51,1236.06,1.77568,0.8309,0.87302,0.73117,0.59205,0.62847,0.26565,2.03332,1.20926,0.96388,0.000280616,0.000280616,0.000280616
52,1259.56,1.77855,0.81814,0.87001,0.67794,0.5888,0.62292,0.24146,2.05132,1.26539,0.9615,0.000256249,0.000256249,0.000256249
53,1283.08,1.75251,0.80768,0.86922,0.72074,0.6008,0.62951,0.24649,2.03201,1.17636,0.95967,0.000232818,0.000232818,0.000232818
54,1306.56,1.73543,0.79879,0.86022,0.70987,0.62142,0.63636,0.24944,2.03516,1.15843,0.95855,0.000210372,0.000210372,0.000210372
55,1329.79,1.75448,0.82509,0.87389,0.71328,0.59665,0.63459,0.25419,2.01809,1.17924,0.95171,0.000188956,0.000188956,0.000188956
56,1359.14,1.6755,0.77841,0.89431,0.69129,0.63953,0.63711,0.25096,2.02604,1.14218,0.95634,0.000168613,0.000168613,0.000168613
57,1382.5,1.66956,0.77226,0.89469,0.75825,0.57363,0.6356,0.25566,2.03801,1.15505,0.95755,0.000149383,0.000149383,0.000149383
58,1405.73,1.65518,0.76421,0.88785,0.72069,0.60782,0.64294,0.25055,2.04734,1.21537,0.96051,0.000131305,0.000131305,0.000131305
59,1428.84,1.6595,0.77412,0.89109,0.72252,0.64577,0.64325,0.25297,2.02549,1.16317,0.95222,0.000114417,0.000114417,0.000114417
60,1452,1.65403,0.76094,0.89416,0.75506,0.64365,0.65429,0.25716,2.02231,1.17324,0.95561,9.87513e-05,9.87513e-05,9.87513e-05
61,1476.87,1.62367,0.75404,0.88597,0.73475,0.63411,0.63132,0.26109,2.03801,1.21104,0.95515,8.43402e-05,8.43402e-05,8.43402e-05
62,1499.92,1.63776,0.76496,0.88316,0.74103,0.57585,0.63006,0.25917,2.02885,1.23499,0.95011,7.12124e-05,7.12124e-05,7.12124e-05
63,1522.95,1.62945,0.75916,0.88797,0.70907,0.61918,0.63363,0.2602,2.02862,1.20635,0.9521,5.93946e-05,5.93946e-05,5.93946e-05
64,1546.16,1.61159,0.75063,0.88461,0.71292,0.61287,0.62991,0.25785,2.04699,1.19756,0.95734,4.89104e-05,4.89104e-05,4.89104e-05
65,1569.38,1.61379,0.74647,0.87727,0.64309,0.64294,0.6177,0.2541,2.05002,1.20731,0.9569,3.97811e-05,3.97811e-05,3.97811e-05
66,1592.37,1.61738,0.73232,0.88852,0.69342,0.61442,0.62604,0.25395,2.04564,1.21594,0.957,3.20249e-05,3.20249e-05,3.20249e-05
67,1615.39,1.59841,0.74056,0.88536,0.72129,0.59387,0.6309,0.25299,2.04622,1.21773,0.95696,2.56575e-05,2.56575e-05,2.56575e-05
68,1638.49,1.62352,0.7448,0.88877,0.72502,0.59748,0.62548,0.25393,2.04913,1.23719,0.95663,2.06917e-05,2.06917e-05,2.06917e-05
69,1661.46,1.62604,0.7527,0.89248,0.73226,0.63272,0.62592,0.25435,2.04467,1.22376,0.95588,1.71376e-05,1.71376e-05,1.71376e-05
70,1684.7,1.62296,0.74136,0.88843,0.72712,0.62687,0.62447,0.24987,2.0483,1.2294,0.95577,1.50023e-05,1.50023e-05,1.50023e-05
